type,name,event_type,yara_match,extra,timestamp,label
network_monitor,unknown,unknown,,,2025-04-29 10:03:43,benign
network_monitor,unknown,unknown,,,2025-04-29 10:03:44,benign
network_monitor,unknown,unknown,,,2025-04-29 10:03:45,benign
network_monitor,unknown,unknown,,,2025-04-29 10:03:46,benign
network_monitor,unknown,unknown,,,2025-04-29 10:03:47,benign
network_monitor,unknown,unknown,,,2025-04-29 10:03:48,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:26,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:27,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:28,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:29,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:30,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:31,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:32,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:33,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:34,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:35,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:36,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:37,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:38,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:39,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:40,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:41,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:42,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:43,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:44,benign
network_monitor,unknown,unknown,,,2025-04-29 11:16:45,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:19,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:20,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:21,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:22,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:23,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:24,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:25,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:26,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:27,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:28,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:29,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:30,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:31,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:32,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:33,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:34,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:35,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:36,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:37,benign
network_monitor,unknown,unknown,,,2025-04-29 15:20:38,benign
process_events,example.exe,unknown,,,2025-04-29T10:32:58.528214,benign
process_events,ransomware.exe,unknown,,,2025-04-29T10:33:01.123456,malicious
process_events,svchost.exe,unknown,,,2025-04-29T15:41:41.329833,benign
process_events,RuntimeBroker.exe,unknown,,,2025-04-29T15:41:42.336348,benign
process_events,taskhostw.exe,unknown,,,2025-04-29T15:41:43.339764,benign
process_events,sppsvc.exe,unknown,,,2025-04-29T15:41:45.356807,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:07,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:08,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:09,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:10,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:11,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:12,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:13,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:14,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:15,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:16,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:17,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:18,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:19,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:20,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:21,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:22,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:23,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:24,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:25,benign
system_monitor,unknown,unknown,,,2025-04-29 15:19:26,benign
file_events,malicious_sample_1.exe,execute,encrypt,,2025-05-01T12:01:00,malicious
file_events,malicious_sample_2.exe,created,suspicious,,2025-05-01T12:02:00,malicious
file_events,malicious_sample_3.exe,delete,dangerous,,2025-05-01T12:03:00,malicious
file_events,malicious_sample_4.exe,modify,threat,,2025-05-01T12:04:00,malicious
file_events,malicious_sample_5.exe,access,malicious,,2025-05-01T12:05:00,malicious
file_events,malicious_sample_6.exe,execute,encrypt,,2025-05-01T12:06:00,malicious
file_events,malicious_sample_7.exe,created,suspicious,,2025-05-01T12:07:00,malicious
file_events,malicious_sample_8.exe,delete,dangerous,,2025-05-01T12:08:00,malicious
file_events,malicious_sample_9.exe,modify,threat,,2025-05-01T12:09:00,malicious
file_events,malicious_sample_10.exe,access,malicious,,2025-05-01T12:10:00,malicious
file_events,malicious_sample_11.exe,execute,encrypt,,2025-05-01T12:11:00,malicious
file_events,malicious_sample_12.exe,created,suspicious,,2025-05-01T12:12:00,malicious
file_events,malicious_sample_13.exe,delete,dangerous,,2025-05-01T12:13:00,malicious
file_events,malicious_sample_14.exe,modify,threat,,2025-05-01T12:14:00,malicious
file_events,malicious_sample_15.exe,access,malicious,,2025-05-01T12:15:00,malicious
file_events,malicious_sample_16.exe,execute,encrypt,,2025-05-01T12:16:00,malicious
file_events,malicious_sample_17.exe,created,suspicious,,2025-05-01T12:17:00,malicious
file_events,malicious_sample_18.exe,delete,dangerous,,2025-05-01T12:18:00,malicious
file_events,malicious_sample_19.exe,modify,threat,,2025-05-01T12:19:00,malicious
file_events,malicious_sample_20.exe,access,malicious,,2025-05-01T12:20:00,malicious
file_events,malicious_sample_21.exe,execute,encrypt,,2025-05-01T12:21:00,malicious
file_events,malicious_sample_22.exe,created,suspicious,,2025-05-01T12:22:00,malicious
file_events,malicious_sample_23.exe,delete,dangerous,,2025-05-01T12:23:00,malicious
file_events,malicious_sample_24.exe,modify,threat,,2025-05-01T12:24:00,malicious
file_events,malicious_sample_25.exe,access,malicious,,2025-05-01T12:25:00,malicious
file_events,malicious_sample_26.exe,execute,encrypt,,2025-05-01T12:26:00,malicious
file_events,malicious_sample_27.exe,created,suspicious,,2025-05-01T12:27:00,malicious
file_events,malicious_sample_28.exe,delete,dangerous,,2025-05-01T12:28:00,malicious
file_events,malicious_sample_29.exe,modify,threat,,2025-05-01T12:29:00,malicious
file_events,malicious_sample_30.exe,access,malicious,,2025-05-01T12:30:00,malicious
file_events,malicious_sample_31.exe,execute,encrypt,,2025-05-01T12:31:00,malicious
file_events,malicious_sample_32.exe,created,suspicious,,2025-05-01T12:32:00,malicious
file_events,malicious_sample_33.exe,delete,dangerous,,2025-05-01T12:33:00,malicious
file_events,malicious_sample_34.exe,modify,threat,,2025-05-01T12:34:00,malicious
file_events,malicious_sample_35.exe,access,malicious,,2025-05-01T12:35:00,malicious
file_events,malicious_sample_36.exe,execute,encrypt,,2025-05-01T12:36:00,malicious
file_events,malicious_sample_37.exe,created,suspicious,,2025-05-01T12:37:00,malicious
file_events,malicious_sample_38.exe,delete,dangerous,,2025-05-01T12:38:00,malicious
file_events,malicious_sample_39.exe,modify,threat,,2025-05-01T12:39:00,malicious
file_events,malicious_sample_40.exe,access,malicious,,2025-05-01T12:40:00,malicious
file_events,malicious_sample_41.exe,execute,encrypt,,2025-05-01T12:41:00,malicious
file_events,malicious_sample_42.exe,created,suspicious,,2025-05-01T12:42:00,malicious
file_events,malicious_sample_43.exe,delete,dangerous,,2025-05-01T12:43:00,malicious
file_events,malicious_sample_44.exe,modify,threat,,2025-05-01T12:44:00,malicious
file_events,malicious_sample_45.exe,access,malicious,,2025-05-01T12:45:00,malicious
file_events,malicious_sample_46.exe,execute,encrypt,,2025-05-01T12:46:00,malicious
file_events,malicious_sample_47.exe,created,suspicious,,2025-05-01T12:47:00,malicious
file_events,malicious_sample_48.exe,delete,dangerous,,2025-05-01T12:48:00,malicious
file_events,malicious_sample_49.exe,modify,threat,,2025-05-01T12:49:00,malicious
file_events,malicious_sample_50.exe,access,malicious,,2025-05-01T12:50:00,malicious
file_events,malicious_sample_51.exe,execute,encrypt,,2025-05-01T12:51:00,malicious
file_events,malicious_sample_52.exe,created,suspicious,,2025-05-01T12:52:00,malicious
file_events,malicious_sample_53.exe,delete,dangerous,,2025-05-01T12:53:00,malicious
file_events,malicious_sample_54.exe,modify,threat,,2025-05-01T12:54:00,malicious
file_events,malicious_sample_55.exe,access,malicious,,2025-05-01T12:55:00,malicious
file_events,malicious_sample_56.exe,execute,encrypt,,2025-05-01T12:56:00,malicious
file_events,malicious_sample_57.exe,created,suspicious,,2025-05-01T12:57:00,malicious
file_events,malicious_sample_58.exe,delete,dangerous,,2025-05-01T12:58:00,malicious
file_events,malicious_sample_59.exe,modify,threat,,2025-05-01T12:59:00,malicious
file_events,malicious_sample_60.exe,access,malicious,,2025-05-01T12:60:00,malicious
file_events,malicious_sample_61.exe,execute,encrypt,,2025-05-01T12:61:00,malicious
file_events,malicious_sample_62.exe,created,suspicious,,2025-05-01T12:62:00,malicious
file_events,malicious_sample_63.exe,delete,dangerous,,2025-05-01T12:63:00,malicious
file_events,malicious_sample_64.exe,modify,threat,,2025-05-01T12:64:00,malicious
file_events,malicious_sample_65.exe,access,malicious,,2025-05-01T12:65:00,malicious
file_events,malicious_sample_66.exe,execute,encrypt,,2025-05-01T12:66:00,malicious
file_events,malicious_sample_67.exe,created,suspicious,,2025-05-01T12:67:00,malicious
file_events,malicious_sample_68.exe,delete,dangerous,,2025-05-01T12:68:00,malicious
file_events,malicious_sample_69.exe,modify,threat,,2025-05-01T12:69:00,malicious
file_events,malicious_sample_70.exe,access,malicious,,2025-05-01T12:70:00,malicious
file_events,malicious_sample_71.exe,execute,encrypt,,2025-05-01T12:71:00,malicious
file_events,malicious_sample_72.exe,created,suspicious,,2025-05-01T12:72:00,malicious
file_events,malicious_sample_73.exe,delete,dangerous,,2025-05-01T12:73:00,malicious
file_events,malicious_sample_74.exe,modify,threat,,2025-05-01T12:74:00,malicious
file_events,malicious_sample_75.exe,access,malicious,,2025-05-01T12:75:00,malicious
file_events,malicious_sample_76.exe,execute,encrypt,,2025-05-01T12:76:00,malicious
file_events,malicious_sample_77.exe,created,suspicious,,2025-05-01T12:77:00,malicious
file_events,malicious_sample_78.exe,delete,dangerous,,2025-05-01T12:78:00,malicious
file_events,malicious_sample_79.exe,modify,threat,,2025-05-01T12:79:00,malicious
file_events,malicious_sample_80.exe,access,malicious,,2025-05-01T12:80:00,malicious
file_events,malicious_sample_81.exe,execute,encrypt,,2025-05-01T12:81:00,malicious
file_events,malicious_sample_82.exe,created,suspicious,,2025-05-01T12:82:00,malicious
file_events,malicious_sample_83.exe,delete,dangerous,,2025-05-01T12:83:00,malicious
file_events,malicious_sample_84.exe,modify,threat,,2025-05-01T12:84:00,malicious
file_events,malicious_sample_85.exe,access,malicious,,2025-05-01T12:85:00,malicious
file_events,malicious_sample_86.exe,execute,encrypt,,2025-05-01T12:86:00,malicious
file_events,malicious_sample_87.exe,created,suspicious,,2025-05-01T12:87:00,malicious
file_events,malicious_sample_88.exe,delete,dangerous,,2025-05-01T12:88:00,malicious
file_events,malicious_sample_89.exe,modify,threat,,2025-05-01T12:89:00,malicious
file_events,malicious_sample_90.exe,access,malicious,,2025-05-01T12:90:00,malicious
file_events,malicious_sample_91.exe,execute,encrypt,,2025-05-01T12:91:00,malicious
file_events,malicious_sample_92.exe,created,suspicious,,2025-05-01T12:92:00,malicious
file_events,malicious_sample_93.exe,delete,dangerous,,2025-05-01T12:93:00,malicious
file_events,malicious_sample_94.exe,modify,threat,,2025-05-01T12:94:00,malicious
file_events,malicious_sample_95.exe,access,malicious,,2025-05-01T12:95:00,malicious
file_events,malicious_sample_96.exe,execute,encrypt,,2025-05-01T12:96:00,malicious
file_events,malicious_sample_97.exe,created,suspicious,,2025-05-01T12:97:00,malicious
file_events,malicious_sample_98.exe,delete,dangerous,,2025-05-01T12:98:00,malicious
file_events,malicious_sample_99.exe,modify,threat,,2025-05-01T12:99:00,malicious
file_events,malicious_sample_100.exe,access,malicious,,2025-05-01T12:100:00,malicious
